id_num,program_type,program_id,program_duration,test_id,test_type,difficulty_level,trainee_id,gender,education,city_tier,age,total_programs_enrolled,is_handicapped,trainee_engagement_rating,is_pass
6982_73,V,V_4,122,73,online,easy,6982,F,,1,31,3,N,1,0
11576_165,Z,Z_3,130,165,online,easy,11576,F,No Qualification,3,30,1,N,1,1
5887_74,V,V_4,122,74,online,easy,5887,M,Matriculation,4,22,4,N,2,1
10999_28,T,T_3,134,28,online,easy,10999,F,High School Diploma,1,,4,N,1,1
11019_125,Y,Y_3,135,125,offline,intermediate,11019,M,High School Diploma,1,27,,N,2,1
5952_21,T,T_3,134,21,offline,easy,5952,F,Matriculation,3,,2,N,1,0
1944_126,Y,Y_3,135,126,offline,intermediate,1944,M,Matriculation,1,25,2,N,2,0
17394_59,U,U_1,134,59,offline,intermediate,17394,F,High School Diploma,1,,4,Y,2,1
526_78,V,V_4,122,78,online,easy,526,M,Matriculation,3,25,3,Y,2,1
14327_173,Z,Z_2,120,173,online,easy,14327,F,High School Diploma,2,29,1,Y,1,1
12184_22,T,T_3,134,22,offline,,12184,F,Matriculation,2,22,4,N,1,0
11012_29,T,T_3,134,29,online,easy,11012,F,High School Diploma,3,24,2,Y,1,1
17452_111,,X_1,134,111,offline,hard,17452,M,High School Diploma,3,25,1,N,3,1
19859_131,Y,Y_3,135,131,online,easy,19859,M,Bachelors,1,,3,N,4,1
14113_38,T,T_2,117,38,online,easy,14113,F,Matriculation,4,32,2,N,1,1
43_23,T,,134,23,offline,intermediate,43,F,Matriculation,1,44,4,N,1,1
12830_90,V,V_2,121,90,offline,intermediate,12830,M,Bachelors,1,31,2,Y,2,1
9385_162,Z,Z_3,130,162,offline,easy,9385,F,High School Diploma,2,,1,N,2,1
19054_110,X,X_1,134,110,offline,hard,19054,M,Bachelors,3,42,2,N,1,1
12222_29,T,T_3,134,29,online,easy,12222,F,Matriculation,2,28,2,N,1,1
14991_180,Z,Z_1,136,180,offline,easy,14991,F,Matriculation,3,17,1,N,1,0
9363_104,X,X_3,136,104,offline,hard,,M,Bachelors,4,23,3,N,2,0
13248_143,Y,Y_2,120,143,online,easy,13248,M,Matriculation,1,,2,N,3,1
20085_44,T,T_1,131,44,offline,easy,20085,F,Matriculation,2,42,4,Y,2,0
6730_29,T,T_3,134,29,,easy,6730,F,High School Diploma,3,46,2,N,5,1
13760_175,Z,Z_2,120,175,online,easy,13760,F,High School Diploma,4,48,1,N,1,0
3965_91,V,V_2,121,91,offline,intermediate,3965,F,High School Diploma,,32,2,N,3,1
1047_63,U,U_1,134,63,online,easy,1047,M,Bachelors,1,,2,N,2,1
993_147,Y,Y_2,120,147,online,easy,993,M,Bachelors,3,25,4,N,3,1
15516_47,T,T_1,131,47,offline,hard,15516,M,Matriculation,1,26,2,N,1,1
18903_141,Y,Y_2,120,141,offline,hard,18903,M,Matriculation,3,45,2,N,5,1
3772_72,V,V_4,122,72,offline,vary hard,3772,M,Matriculation,1,47,2,N,3,0
6273_149,Y,Y_1,136,149,offline,intermediate,6273,F,High School Diploma,2,45,6,N,4,1
315_18,T,T_4,120,18,online,easy,315,F,Matriculation,3,26,6,N,1,0
3166_74,V,V_4,122,74,online,,3166,M,Matriculation,2,,4,N,1,1
11623_25,T,T_3,134,25,offline,intermediate,11623,F,Matriculation,4,48,2,N,3,0
3654_125,Y,Y_3,135,125,offline,intermediate,3654,M,High School Diploma,3,31,3,N,5,1
4909_74,V,V_4,122,74,online,easy,4909,M,High School Diploma,1,,2,N,2,1
12787_100,V,V_1,133,100,offline,vary hard,12787,M,High School Diploma,3,30,2,N,,1
13472_105,X,X_2,121,105,offline,intermediate,13472,M,High School Diploma,2,31,2,N,1,0
398_41,T,T_2,117,41,online,easy,398,F,High School Diploma,2,46,2,N,1,1
10308_86,V,V_3,131,86,offline,vary hard,10308,M,Bachelors,2,30,2,N,2,1
18865_27,T,T_3,134,27,online,easy,18865,F,High School Diploma,3,39,2,N,1,1
1245_102,X,X_3,136,102,offline,hard,1245,F,Matriculation,3,31,2,N,4,1
13471_35,,T_2,117,35,offline,intermediate,13471,F,Matriculation,1,25,2,N,1,0
18322_45,T,T_1,131,45,offline,intermediate,18322,F,Bachelors,1,44,2,N,1,0
15306_155,Y,Y_1,136,155,online,easy,15306,M,High School Diploma,1,,5,N,4,1
1781_132,Y,Y_3,135,132,online,easy,1781,F,High School Diploma,1,,3,N,5,0
13924_159,Y,Y_1,136,159,online,easy,13924,M,High School Diploma,3,27,2,N,4,1
8259_168,Z,Z_3,130,168,online,easy,8259,F,Bachelors,4,28,1,N,1,0
19265_64,U,U_1,134,64,online,,19265,M,Bachelors,2,,2,N,1,1
19558_151,Y,Y_1,136,151,offline,hard,19558,M,Matriculation,3,48,5,N,4,1
8598_164,Z,Z_3,130,164,online,easy,8598,F,Matriculation,1,45,1,N,2,1
6812_78,V,V_4,122,78,online,easy,6812,F,High School Diploma,1,,3,N,2,0
4127_5,S,S_1,135,5,offline,easy,4127,F,Bachelors,3,44,4,N,2,0
13378_178,Z,Z_2,120,178,online,easy,13378,F,Matriculation,3,45,1,N,2,0
1993_63,U,,134,63,online,easy,1993,M,High School Diploma,2,,2,N,1,1
10258_133,Y,Y_3,135,133,online,easy,10258,M,High School Diploma,2,27,4,N,3,1
5544_131,Y,Y_3,135,131,online,easy,5544,M,Matriculation,1,,2,N,4,1
18079_86,V,V_3,131,86,offline,vary hard,18079,F,Matriculation,1,47,3,N,2,1
12969_148,Y,Y_2,120,148,online,easy,12969,F,Matriculation,3,45,3,N,5,1
8745_28,T,T_3,134,28,online,easy,8745,F,Bachelors,2,,2,N,1,1
6465_53,U,U_2,122,53,online,easy,6465,M,High School Diploma,1,,2,N,1,0
17172_64,U,U_1,134,64,online,easy,17172,M,Bachelors,1,,2,N,2,1
1457_18,,T_4,120,18,,easy,1457,F,Matriculation,2,43,2,N,1,1
4556_145,Y,Y_2,120,145,online,easy,4556,F,High School Diploma,4,28,4,N,2,0
15900_109,X,X_1,134,109,offline,intermediate,15900,M,Bachelors,3,51,2,N,3,1
5122_161,Z,Z_3,130,161,offline,easy,5122,F,Matriculation,1,43,1,N,1,1
10509_96,V,V_1,133,96,offline,easy,10509,M,Matriculation,4,,2,N,2,1
1434_162,Z,Z_3,130,162,offline,easy,1434,F,High School Diploma,2,,1,N,1,1
13150_137,Y,Y_2,120,137,offline,intermediate,13150,M,Matriculation,3,,2,N,4,1
4406_118,Y,Y_4,121,118,online,easy,4406,M,Matriculation,1,,3,N,3,1
1087_102,X,X_3,136,102,offline,hard,1087,M,Matriculation,1,37,1,N,2,0
14445_90,V,V_2,121,90,offline,intermediate,14445,M,High School Diploma,1,27,2,N,2,1
11489_86,V,V_3,131,86,offline,vary hard,11489,F,Bachelors,3,27,2,N,1,0
15461_110,X,X_1,134,110,offline,hard,15461,M,Matriculation,2,,2,N,3,1
6995_30,T,T_3,134,30,online,easy,6995,F,Bachelors,3,31,2,N,1,1
16988_43,T,T_1,131,43,offline,easy,16988,F,Matriculation,4,19,2,N,1,0
2780_62,U,U_1,134,62,online,easy,2780,F,Matriculation,1,43,1,N,2,0
14687_44,T,T_1,131,44,offline,easy,14687,F,High School Diploma,2,35,2,N,1,1
1685_99,V,V_1,133,99,offline,hard,1685,F,Matriculation,1,33,2,N,2,0
1267_27,T,T_3,134,27,online,easy,1267,F,Bachelors,1,,2,N,1,1
13701_100,V,V_1,133,100,offline,vary hard,13701,F,High School Diploma,4,23,4,N,1,0
6452_14,T,T_4,120,14,offline,intermediate,6452,F,High School Diploma,2,43,2,N,1,1
6936_11,T,T_4,120,11,offline,intermediate,6936,M,High School Diploma,3,23,4,N,1,1
10089_86,V,V_3,131,86,offline,vary hard,10089,F,High School Diploma,2,27,2,N,2,0
7735_182,Z,Z_1,,182,online,easy,7735,F,High School Diploma,3,48,1,N,1,1
14370_41,T,T_2,117,41,online,easy,14370,F,Matriculation,3,43,4,N,1,1
18028_150,Y,Y_1,136,150,offline,intermediate,18028,M,High School Diploma,1,42,4,N,4,1
9566_158,Y,Y_1,136,158,online,easy,9566,F,High School Diploma,4,25,2,N,4,0
8723_52,U,U_2,122,52,online,easy,8723,M,High School Diploma,2,,2,N,3,0
13909_92,V,V_2,121,92,offline,intermediate,13909,M,Matriculation,2,,2,N,1,0
7783_119,Y,Y_4,121,119,online,easy,7783,M,,3,,2,N,3,1
19385_18,T,T_4,120,18,online,easy,19385,F,Matriculation,1,44,4,N,1,0
17149_58,U,U_1,134,58,offline,intermediate,17149,M,Bachelors,1,,4,N,5,1
15133_154,Y,Y_1,136,154,online,easy,15133,M,Matriculation,3,46,2,N,4,1
13926_174,Z,Z_2,120,174,online,easy,13926,F,Matriculation,3,,1,N,1,0
14555_49,U,U_2,122,49,offline,intermediate,14555,M,High School Diploma,2,33,2,N,2,1
8473_105,X,X_2,121,105,offline,intermediate,8473,M,No Qualification,3,27,2,N,2,1
6278_181,,Z_1,136,181,offline,easy,6278,F,High School Diploma,4,29,1,N,1,0
10353_133,Y,Y_3,,133,online,easy,10353,M,High School Diploma,1,,4,N,2,0
8762_96,V,V_1,133,96,offline,easy,8762,F,Matriculation,1,30,2,N,1,1
11595_126,Y,Y_3,135,126,offline,intermediate,11595,M,High School Diploma,1,,2,N,2,1
15398_158,Y,Y_1,136,158,online,easy,15398,M,Matriculation,2,25,4,N,4,1
1418_84,V,V_3,131,84,offline,intermediate,1418,F,High School Diploma,3,44,2,N,4,1
13647_180,Z,Z_1,136,180,offline,easy,13647,F,Matriculation,3,32,1,N,1,0
12934_153,Y,Y_1,136,153,offline,hard,12934,M,High School Diploma,3,41,2,N,3,1
9045_28,T,T_3,134,28,online,easy,9045,F,High School Diploma,4,,3,Y,1,0
14328_38,T,T_2,117,38,online,easy,14328,M,Matriculation,1,,2,N,1,1
13708_142,Y,Y_2,120,142,online,easy,13708,M,Matriculation,2,45,2,N,4,1
15861_96,V,V_1,133,96,offline,easy,15861,M,Matriculation,1,,3,Y,4,1
10321_44,T,T_1,131,44,offline,easy,10321,F,Matriculation,2,49,2,N,3,1
7431_116,Y,Y_4,121,116,offline,hard,7431,M,Matriculation,3,25,2,Y,5,1
13795_38,T,T_2,117,38,online,easy,13795,M,Matriculation,1,42,2,N,1,1
3407_115,Y,Y_4,121,115,offline,hard,3407,M,No Qualification,4,,4,N,4,0
12644_139,Y,Y_2,120,139,offline,hard,12644,M,Matriculation,4,43,2,N,4,0
17236_95,V,V_1,133,95,offline,easy,17236,M,High School Diploma,3,29,4,Y,2,1
4190_121,Y,Y_4,121,121,online,easy,4190,M,Matriculation,1,45,3,N,5,1
5454_101,X,X_3,136,101,offline,intermediate,5454,M,High School Diploma,4,,2,N,1,0
15013_182,Z,Z_1,136,182,online,easy,15013,F,Matriculation,2,,1,N,1,0
16763_44,T,T_1,131,44,offline,easy,16763,F,High School Diploma,2,29,2,N,2,1
5904_122,Y,Y_4,121,122,online,easy,5904,M,Bachelors,3,,2,N,3,1
11162_168,Z,Z_3,130,168,online,easy,11162,M,Matriculation,2,44,1,N,1,1
18621_171,Z,Z_2,120,171,offline,easy,18621,F,High School Diploma,3,42,1,,2,1
10064_103,X,X_3,136,103,offline,hard,10064,M,High School Diploma,3,23,2,N,1,0
7323_123,Y,Y_4,121,123,online,easy,7323,M,Matriculation,2,,2,N,4,1
12928_62,U,U_1,134,62,online,easy,12928,M,Matriculation,2,27,2,Y,3,1
318_18,T,T_4,120,18,online,easy,318,F,Matriculation,2,,2,N,2,1
2545_125,Y,Y_3,135,125,offline,intermediate,2545,M,Matriculation,2,51,2,N,1,1
2867_21,T,T_3,134,21,offline,easy,2867,F,High School Diploma,1,44,3,N,3,1
4410_82,V,V_3,131,82,offline,intermediate,4410,F,High School Diploma,3,28,2,N,2,1
13958_178,Z,Z_2,120,178,online,easy,13958,F,High School Diploma,3,26,1,N,2,1
657_32,T,T_2,117,32,offline,easy,657,F,Matriculation,3,,8,N,1,1
18057_48,U,U_2,122,48,offline,easy,18057,M,Masters,1,58,1,N,4,1
5364_31,T,T_3,134,31,online,easy,5364,F,Matriculation,3,26,2,N,1,0
9540_130,Y,Y_3,135,130,online,easy,9540,M,Bachelors,2,27,3,N,4,1
19893_12,T,T_4,120,12,offline,intermediate,19893,F,Bachelors,1,46,4,N,2,1
3837_149,Y,Y_1,136,149,offline,intermediate,3837,F,High School Diploma,1,,12,N,4,0
6301_18,T,T_4,120,18,online,easy,6301,F,High School Diploma,1,,2,N,2,1
7194_66,V,V_4,122,66,offline,easy,7194,M,High School Diploma,3,,2,N,3,0
13812_87,V,V_2,121,87,offline,easy,13812,M,High School Diploma,3,,2,N,1,1
5009_86,V,V_3,131,86,offline,vary hard,5009,M,Matriculation,1,24,3,N,2,0
13792_140,Y,Y_2,120,140,offline,hard,13792,F,High School Diploma,2,,2,N,4,0
9333_80,V,V_3,131,80,offline,easy,9333,M,High School Diploma,3,,3,N,3,1
13678_142,Y,Y_2,120,142,online,easy,13678,M,High School Diploma,1,,2,N,4,1
6712_139,Y,Y_2,120,139,offline,hard,6712,M,Matriculation,1,47,5,Y,4,0
16699_44,T,T_1,131,,offline,easy,16699,F,Matriculation,1,46,4,N,2,0
8046_27,T,T_3,134,27,online,easy,8046,F,Matriculation,3,46,2,N,1,1
8063_32,T,T_2,117,32,offline,easy,8063,F,High School Diploma,2,21,2,N,1,1
10030_47,T,T_1,131,47,offline,hard,10030,F,Matriculation,1,31,2,N,2,1
9059_100,V,V_1,133,100,offline,vary hard,9059,M,High School Diploma,2,,2,N,1,0
15363_46,T,T_1,131,46,offline,hard,15363,F,Matriculation,1,32,4,N,2,0
10257_61,U,U_1,134,61,online,easy,10257,F,Matriculation,,24,2,N,1,0
6492_21,T,T_3,134,21,offline,easy,6492,F,High School Diploma,1,,4,N,1,1
17020_111,X,X_1,134,111,offline,hard,17020,M,Bachelors,1,27,2,N,3,0
5741_125,Y,Y_3,135,125,offline,intermediate,5741,M,Bachelors,2,46,2,N,4,0
10825_166,Z,,130,166,online,easy,,F,Matriculation,3,,2,N,1,1
9332_103,X,X_3,136,103,offline,hard,9332,M,High School Diploma,2,,2,N,1,1
16683_157,Y,Y_1,136,157,online,easy,16683,M,Matriculation,1,43,4,N,5,1
6812_69,V,V_4,122,69,offline,intermediate,6812,F,High School Diploma,1,,3,N,2,0
19740_165,Z,Z_3,130,165,online,easy,19740,F,Matriculation,2,41,1,N,2,1
4721_104,X,X_3,136,104,offline,hard,4721,M,High School Diploma,3,,3,N,3,0
12287_144,Y,Y_2,120,144,online,easy,12287,M,Matriculation,3,25,2,N,2,0
15977_44,T,T_1,131,44,offline,easy,15977,F,High School Diploma,1,49,2,N,2,1
12376_60,U,U_1,134,60,offline,intermediate,12376,F,Bachelors,1,31,3,N,4,1
15762_182,Z,Z_1,136,182,online,easy,15762,F,Matriculation,4,,1,,1,1
2567_11,T,T_4,120,11,offline,intermediate,2567,M,Bachelors,2,,4,N,2,1
18806_150,Y,Y_1,136,150,offline,intermediate,18806,M,Bachelors,2,45,2,N,1,0
5303_116,Y,Y_4,121,116,offline,hard,5303,M,Matriculation,2,45,2,Y,4,0
474_46,T,T_1,131,46,offline,hard,474,F,High School Diploma,3,,4,N,1,1
6235_113,Y,Y_4,121,113,offline,intermediate,6235,M,High School Diploma,2,,2,N,4,1
15430_151,Y,Y_1,136,151,offline,hard,15430,F,High School Diploma,2,,4,N,5,1
18191_126,Y,Y_3,135,126,offline,intermediate,18191,M,Bachelors,1,47,3,N,4,1
7477_113,Y,Y_4,121,113,offline,intermediate,7477,M,Matriculation,3,46,2,N,1,0
9530_164,Z,Z_3,130,164,online,easy,9530,F,High School Diploma,4,30,1,N,1,1
13589_41,T,T_2,117,41,online,easy,13589,F,High School Diploma,1,26,2,N,3,1
10780_103,X,,136,103,offline,hard,10780,F,Matriculation,1,46,3,N,2,1
12320_21,T,T_3,134,21,offline,easy,12320,F,High School Diploma,2,33,2,N,1,1
4636_101,X,X_3,136,101,offline,intermediate,4636,M,Matriculation,2,,2,N,4,1
3276_120,Y,Y_4,121,120,online,easy,3276,M,Matriculation,1,,4,N,4,1
14565_91,V,V_2,121,91,offline,intermediate,14565,M,High School Diploma,3,,2,N,1,1
8623_127,Y,Y_3,135,127,offline,hard,8623,M,Matriculation,1,43,2,N,4,1
10885_31,T,T_3,134,31,online,easy,10885,F,Matriculation,1,,4,N,3,1
9720_80,V,V_3,131,80,offline,easy,9720,F,High School Diploma,4,44,2,N,2,1
1147_16,T,T_4,120,16,online,easy,1147,F,High School Diploma,2,22,4,N,1,1
5835_117,Y,Y_4,121,117,offline,hard,5835,M,Matriculation,4,,2,N,4,1
4196_22,T,T_3,134,22,offline,intermediate,4196,M,,1,,2,Y,1,1
10993_81,V,V_3,131,81,offline,intermediate,10993,M,Matriculation,3,35,4,N,1,0
7476_56,U,U_2,122,56,offline,vary hard,7476,M,High School Diploma,3,29,3,N,2,0
19838_41,T,T_2,117,41,online,easy,19838,F,High School Diploma,3,42,2,N,1,0
12136_135,,Y_3,135,135,online,easy,12136,M,Matriculation,1,,2,N,4,1
9636_134,Y,Y_3,135,134,online,easy,9636,M,High School Diploma,3,26,4,N,3,1
15373_61,U,U_1,134,61,online,easy,15373,M,Matriculation,3,,4,N,4,0
2762_40,T,T_2,117,40,online,easy,2762,F,High School Diploma,1,23,4,N,2,1
1370_48,U,U_2,122,48,offline,easy,1370,M,High School Diploma,2,,2,N,4,1
14185_34,T,T_2,117,34,offline,intermediate,14185,F,High School Diploma,3,28,2,Y,1,1
17668_47,T,T_1,,47,offline,hard,17668,F,Matriculation,2,,4,N,1,0
2866_27,T,T_3,134,27,online,easy,2866,F,Matriculation,2,29,2,N,2,1
9828_165,Z,Z_3,130,165,online,easy,9828,F,Matriculation,1,29,1,N,2,1
8053_134,Y,Y_3,135,134,online,easy,8053,F,Matriculation,4,41,3,N,5,1
4868_72,V,V_4,122,72,offline,vary hard,4868,M,Bachelors,2,,2,N,2,0
15264_112,X,X_1,134,112,offline,hard,15264,F,High School Diploma,1,25,2,N,2,1
4489_158,Y,Y_1,136,158,online,easy,4489,F,High School Diploma,2,44,2,N,5,1
9557_86,V,V_3,131,86,offline,vary hard,9557,F,High School Diploma,3,,4,Y,2,0
14410_41,T,T_2,117,41,online,easy,14410,F,High School Diploma,1,27,2,N,3,1
16406_57,U,U_1,134,57,offline,easy,16406,F,High School Diploma,3,,3,N,,0
7734_135,Y,Y_3,135,135,online,easy,7734,M,High School Diploma,1,,2,N,5,1
14477_62,U,U_1,134,62,online,easy,14477,F,High School Diploma,3,29,2,N,2,1
7016_14,T,T_4,120,14,offline,intermediate,7016,F,High School Diploma,1,28,2,N,1,1
513_126,Y,Y_3,135,126,offline,intermediate,513,M,Matriculation,3,,4,N,2,1
4655_119,Y,Y_4,121,119,online,easy,4655,M,Matriculation,3,45,,N,5,1
7893_11,T,T_4,120,11,offline,intermediate,7893,F,High School Diploma,3,,4,N,1,0
3187_44,T,T_1,131,44,offline,easy,3187,F,Matriculation,4,,2,N,2,1
18506_113,Y,Y_4,121,113,offline,intermediate,18506,M,Matriculation,3,42,2,N,4,0
14234_54,U,U_2,122,54,online,easy,14234,M,Matriculation,1,32,2,N,5,1
4966_17,T,T_4,120,17,online,easy,4966,F,High School Diploma,3,,2,N,5,1
13325_180,Z,Z_1,136,180,offline,easy,13325,F,Matriculation,1,,1,N,1,0
15568_46,T,T_1,131,46,offline,,15568,F,High School Diploma,4,25,2,N,2,0
2184_11,T,T_4,120,11,offline,intermediate,2184,F,High School Diploma,3,,2,N,1,0
9042_39,T,T_2,117,39,online,easy,9042,F,,3,42,4,N,1,1
16150_110,X,X_1,134,110,offline,hard,16150,M,Matriculation,3,40,2,N,1,1
10590_128,Y,Y_3,135,128,offline,hard,10590,M,High School Diploma,4,28,5,Y,3,1
8911_87,V,V_2,121,87,offline,easy,8911,M,High School Diploma,2,,4,N,1,1
17851_124,Y,Y_4,121,124,online,easy,17851,M,Bachelors,1,57,5,N,5,1
7637_115,Y,Y_4,121,115,offline,hard,7637,M,High School Diploma,1,27,2,N,5,1
11499_133,Y,Y_3,135,133,online,easy,11499,M,High School Diploma,1,27,3,N,4,1
3333_25,T,T_3,134,25,offline,intermediate,3333,F,High School Diploma,2,,2,N,1,1
14006_49,U,U_2,122,49,offline,intermediate,14006,M,High School Diploma,4,42,2,N,2,0
17409_111,X,X_1,134,111,offline,hard,17409,M,High School Diploma,3,31,2,N,3,1
10145_90,V,V_2,121,90,offline,intermediate,10145,F,High School Diploma,3,28,4,Y,1,0
3309_47,T,T_1,131,47,offline,hard,3309,F,Matriculation,1,,4,N,1,0
4262_151,Y,Y_1,136,151,offline,hard,4262,F,Matriculation,1,25,2,N,4,0
7949_80,V,V_3,131,80,offline,easy,7949,M,High School Diploma,1,29,2,N,2,1
18595_54,U,U_2,122,54,online,easy,18595,M,High School Diploma,4,44,2,N,5,1
14215_146,Y,Y_2,120,146,online,easy,14215,M,High School Diploma,2,,4,Y,2,1
12792_92,V,V_2,121,92,offline,intermediate,12792,F,High School Diploma,3,26,2,N,2,0
16898_99,V,V_1,133,99,offline,hard,16898,F,High School Diploma,3,24,4,N,2,1
19714_97,V,V_1,133,97,offline,hard,19714,M,Matriculation,3,45,2,N,1,1
17216_45,T,T_1,131,45,offline,intermediate,17216,F,High School Diploma,3,26,2,N,1,0
9121_170,Z,Z_2,120,170,offline,easy,9121,M,High School Diploma,2,26,1,N,1,1
345_151,Y,Y_1,136,151,offline,hard,345,M,Matriculation,2,27,4,Y,,0
15378_154,Y,Y_1,136,154,online,easy,,M,High School Diploma,4,,5,Y,3,1
6616_83,V,V_3,131,83,offline,intermediate,6616,F,High School Diploma,1,45,2,N,3,0
10459_21,T,T_3,134,21,offline,easy,10459,F,Matriculation,2,44,2,N,1,1
12382_35,T,T_2,117,35,offline,intermediate,12382,F,High School Diploma,1,27,2,N,3,1
8307_21,T,,134,21,offline,easy,8307,F,High School Diploma,3,,4,N,1,1
12218_22,T,T_3,134,22,offline,intermediate,12218,F,High School Diploma,2,27,2,N,1,1
7343_70,V,V_4,122,70,offline,intermediate,7343,F,Bachelors,1,,2,N,4,1
1030_158,Y,Y_1,136,158,online,easy,1030,M,High School Diploma,3,25,2,N,4,1
18117_102,X,X_3,136,102,offline,hard,18117,M,High School Diploma,4,43,1,Y,1,1
7152_122,Y,Y_4,121,122,online,easy,7152,M,Matriculation,2,29,2,N,,0
12463_180,Z,Z_1,136,180,offline,easy,12463,F,High School Diploma,1,48,1,,2,0
19264_81,V,V_3,131,81,offline,intermediate,19264,F,Bachelors,1,32,,Y,4,1
19493_9,,S_1,135,9,offline,hard,19493,F,High School Diploma,2,47,2,Y,4,0
8051_125,Y,Y_3,135,125,offline,intermediate,8051,F,High School Diploma,1,,4,Y,3,1
5518_93,V,V_2,121,93,offline,vary hard,5518,M,High School Diploma,3,,4,N,1,1
10516_161,Z,Z_3,130,161,offline,,10516,M,Matriculation,3,,1,N,1,0
1998_159,Y,Y_1,136,159,online,easy,1998,M,Bachelors,3,,2,N,2,1
6328_17,T,T_4,120,17,online,easy,6328,F,Matriculation,1,27,2,N,1,1
13308_41,T,T_2,117,41,online,easy,13308,F,Bachelors,1,,2,N,1,1
3524_70,V,V_4,122,70,offline,intermediate,3524,F,High School Diploma,2,,2,N,2,1
678_148,Y,Y_2,120,148,online,easy,678,M,Bachelors,3,,4,N,3,1
2192_85,V,V_3,131,85,offline,intermediate,2192,M,Matriculation,1,,2,,3,1
7694_15,T,T_4,120,15,offline,intermediate,7694,F,Matriculation,3,,4,N,1,1
13570_178,Z,Z_2,120,178,online,easy,13570,F,High School Diploma,3,,1,N,2,1
15785_151,Y,Y_1,136,151,,hard,15785,M,High School Diploma,3,,2,Y,4,0
192_34,T,T_2,117,34,offline,intermediate,192,F,Matriculation,2,,2,N,4,1
17581_109,X,X_1,134,109,offline,intermediate,17581,M,High School Diploma,2,38,1,N,4,1
18838_29,T,T_3,134,29,online,easy,18838,F,Matriculation,1,,2,N,1,1
10815_103,X,X_3,136,103,offline,hard,10815,M,High School Diploma,1,35,2,N,2,1
19022_6,S,S_1,135,6,offline,intermediate,19022,,High School Diploma,1,45,2,N,3,1
8565_44,T,T_1,131,44,offline,easy,8565,F,Matriculation,3,47,2,N,2,0
16758_45,T,T_1,131,45,offline,intermediate,16758,F,Matriculation,2,24,2,N,2,1
19619_121,Y,Y_4,121,121,online,easy,19619,M,Matriculation,1,27,2,N,4,1
9211_125,Y,Y_3,135,125,offline,intermediate,9211,M,High School Diploma,3,,2,N,4,1
6674_82,V,V_3,131,82,offline,intermediate,6674,M,High School Diploma,1,,3,N,3,1
11543_162,Z,Z_3,130,162,,easy,11543,M,High School Diploma,3,43,1,N,2,1
4728_156,Y,Y_1,136,156,online,easy,4728,,,2,43,5,,4,1
19708_23,T,T_3,134,23,offline,intermediate,19708,F,Matriculation,1,,2,N,1,1
5470_69,V,V_4,122,69,offline,intermediate,5470,M,High School Diploma,2,25,4,N,1,0
10651_25,T,T_3,134,25,offline,intermediate,10651,F,High School Diploma,1,30,2,N,1,1
4263_77,V,V_4,122,77,online,easy,4263,M,Bachelors,1,43,8,N,3,1
3147_86,V,V_3,131,86,offline,vary hard,3147,M,High School Diploma,2,,2,Y,1,0
5534_128,Y,Y_3,135,128,offline,hard,5534,M,Matriculation,1,,4,N,3,1
11755_176,Z,Z_2,120,176,online,easy,11755,F,High School Diploma,3,30,,N,1,1
19080_43,T,T_1,131,43,offline,easy,19080,F,High School Diploma,2,50,2,N,4,0
17779_158,Y,Y_1,136,158,online,easy,17779,F,High School Diploma,1,27,4,N,4,1
5380_66,V,V_4,122,66,offline,easy,5380,F,Bachelors,3,,6,N,1,0
291_74,V,V_4,122,74,online,easy,291,M,Bachelors,3,45,5,,2,1
13432_95,V,V_1,133,95,offline,easy,13432,M,Matriculation,2,24,2,,4,1
5414_131,Y,Y_3,135,131,online,easy,5414,F,Matriculation,1,,4,Y,4,0
10019_129,Y,Y_3,135,129,offline,hard,10019,M,Bachelors,2,,3,N,4,1
16424_160,Y,Y_1,136,160,online,easy,16424,M,High School Diploma,3,,2,Y,3,1
8064_164,Z,Z_3,130,164,online,easy,8064,F,High School Diploma,1,47,2,Y,3,1
16574_110,X,X_1,134,110,offline,hard,16574,M,High School Diploma,2,29,2,N,3,1
4617_137,Y,Y_2,120,137,offline,intermediate,4617,M,Matriculation,4,29,2,N,2,0
10234_149,Y,Y_1,136,149,offline,intermediate,10234,M,High School Diploma,1,41,4,N,4,1
18555_46,T,T_1,131,46,offline,hard,18555,F,Matriculation,1,46,4,N,2,0
8218_103,X,X_3,136,103,offline,hard,8218,M,Matriculation,3,31,2,N,1,0
7458_15,T,T_4,120,15,,,7458,F,High School Diploma,2,,2,N,1,0
13691_32,T,T_2,117,32,offline,easy,13691,F,High School Diploma,3,50,2,N,2,1
3307_21,T,T_3,134,21,offline,easy,3307,F,Matriculation,4,29,2,N,1,1
10151_125,Y,Y_3,135,125,offline,intermediate,10151,M,High School Diploma,4,,4,N,2,1
9784_128,Y,Y_3,135,128,offline,hard,9784,M,High School Diploma,2,30,3,N,4,1
14561_40,T,T_2,117,40,online,easy,14561,F,Matriculation,3,,2,N,1,1
10470_54,U,U_2,122,54,online,easy,10470,M,Bachelors,2,45,3,N,4,1
14508_105,X,X_2,121,105,offline,intermediate,14508,M,High School Diploma,4,30,2,N,4,1
938_48,U,U_2,122,48,offline,easy,938,F,Bachelors,1,,2,N,1,0
735_123,Y,Y_4,121,123,online,easy,735,F,Masters,1,46,2,N,5,1
12526_64,U,U_1,134,64,online,easy,12526,F,High School Diploma,3,46,2,N,5,1
17113_160,Y,Y_1,136,160,online,easy,17113,M,Matriculation,2,,2,N,2,1
